Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2017","2017","kg/ha","20576.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2018","2018","ha","3140","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2018","2018","kg/ha","21210.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2019","2019","ha","3390","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2019","2019","kg/ha","21885","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2020","2020","ha","3300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2020","2020","kg/ha","21930.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2021","2021","ha","3490","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2021","2021","kg/ha","21395.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2022","2022","ha","3030","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2022","2022","kg/ha","18425.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01215","Spinach","2023","2023","ha","2570","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01215","Spinach","2023","2023","kg/ha","15330.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1961","1961","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1962","1962","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1963","1963","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1964","1964","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1965","1965","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1966","1966","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1967","1967","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1968","1968","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1969","1969","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1970","1970","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1974","1974","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1975","1975","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1976","1976","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1977","1977","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1978","1978","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1979","1979","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1980","1980","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1981","1981","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1982","1982","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1983","1983","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1984","1984","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1985","1985","ha","1450","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1985","1985","kg/ha","12000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1986","1986","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1986","1986","kg/ha","12052.6","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1987","1987","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1987","1987","kg/ha","13157.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1988","1988","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1988","1988","kg/ha","13842.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1989","1989","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1989","1989","kg/ha","12947.4","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1990","1990","ha","2000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1990","1990","kg/ha","16000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1991","1991","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1991","1991","kg/ha","13833.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1992","1992","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1992","1992","kg/ha","12368.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1993","1993","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1993","1993","kg/ha","15315.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1994","1994","ha","2100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1994","1994","kg/ha","14428.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1995","1995","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1995","1995","kg/ha","17894.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1996","1996","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1996","1996","kg/ha","17647.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1997","1997","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1997","1997","kg/ha","15789.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1998","1998","ha","2400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1998","1998","kg/ha","20833.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","1999","1999","ha","2500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","1999","1999","kg/ha","14000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2000","2000","ha","2500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2000","2000","kg/ha","13600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2001","2001","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2001","2001","kg/ha","17894.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2002","2002","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2002","2002","kg/ha","18421.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2003","2003","ha","1500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2003","2003","kg/ha","24000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2004","2004","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2004","2004","kg/ha","23125","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2005","2005","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2005","2005","kg/ha","24375","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2006","2006","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2006","2006","kg/ha","23058.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2007","2007","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2007","2007","kg/ha","25294.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2008","2008","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2008","2008","kg/ha","26375","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2009","2009","ha","1635","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2009","2009","kg/ha","26299.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2010","2010","ha","1632","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2010","2010","kg/ha","26164.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2011","2011","ha","1652","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2011","2011","kg/ha","28450.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2012","2012","ha","1802","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2012","2012","kg/ha","27580.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2013","2013","ha","1765","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2013","2013","kg/ha","28895.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2014","2014","ha","1792","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2014","2014","kg/ha","32198.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2015","2015","ha","1768","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2015","2015","kg/ha","32635.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2016","2016","ha","1724","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2016","2016","kg/ha","35498.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2017","2017","ha","1691","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2017","2017","kg/ha","39089.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2018","2018","ha","1620","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2018","2018","kg/ha","40024.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2019","2019","ha","1640","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2019","2019","kg/ha","46091.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2020","2020","ha","1520","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2020","2020","kg/ha","51032.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2021","2021","ha","1540","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2021","2021","kg/ha","55733.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2022","2022","ha","1440","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2022","2022","kg/ha","60472.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01354","Strawberries","2023","2023","ha","1420","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01354","Strawberries","2023","2023","kg/ha","55683.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1961","1961","ha","84792","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1961","1961","kg/ha","45457.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1962","1962","ha","77439","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1962","1962","kg/ha","37889.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1963","1963","ha","69513","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1963","1963","kg/ha","38711.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1964","1964","ha","79134","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1964","1964","kg/ha","48976.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1965","1965","ha","91894","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1965","1965","kg/ha","38876.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1966","1966","ha","91651","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1966","1966","kg/ha","39765.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1967","1967","ha","99983","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1967","1967","kg/ha","50745.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1968","1968","ha","103530","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1968","1968","kg/ha","49528.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1969","1969","ha","102862","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1969","1969","kg/ha","48627.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1970","1970","ha","102228","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1970","1970","kg/ha","46357.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1971","1971","ha","102283","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1971","1971","kg/ha","49118.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1972","1972","ha","112725","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1972","1972","kg/ha","43974.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1973","1973","ha","117308","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1973","1973","kg/ha","47670.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1974","1974","ha","108635","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1974","1974","kg/ha","45204.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1975","1975","ha","136515","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1975","1975","kg/ha","45013.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1976","1976","ha","138966","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1976","1976","kg/ha","49134.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1977","1977","ha","129718","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1977","1977","kg/ha","48790.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1978","1978","ha","130610","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1978","1978","kg/ha","48418","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1979","1979","ha","123578","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1979","1979","kg/ha","44435.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1980","1980","ha","120650","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1980","1980","kg/ha","49158.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1981","1981","ha","130362","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1981","1981","kg/ha","54162.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1982","1982","ha","133979","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1982","1982","kg/ha","59304.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1983","1983","ha","116739","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1983","1983","kg/ha","46646.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1984","1984","ha","129308","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1984","1984","kg/ha","53789.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1985","1985","ha","130509","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1985","1985","kg/ha","48539.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1986","1986","ha","137695","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1986","1986","kg/ha","55969.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1987","1987","ha","127726","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1987","1987","kg/ha","54178.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1988","1988","ha","123376","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1988","1988","kg/ha","54608.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1989","1989","ha","123761","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1989","1989","kg/ha","62043","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1990","1990","ha","125000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1990","1990","kg/ha","68984","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1991","1991","ha","123319","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1991","1991","kg/ha","58297.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1992","1992","ha","120843","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1992","1992","kg/ha","68280.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1993","1993","ha","116700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1993","1993","kg/ha","64084","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1994","1994","ha","114500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1994","1994","kg/ha","53706.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1995","1995","ha","116100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1995","1995","kg/ha","55550.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1996","1996","ha","117000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1996","1996","kg/ha","54835","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1997","1997","ha","114100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1997","1997","kg/ha","57896.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1998","1998","ha","109689","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1998","1998","kg/ha","50182.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","1999","1999","ha","119700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01801","Sugar beet","1999","1999","kg/ha","61787.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01801","Sugar beet","2000","2000","ha","111000","A","Official figure",""
